date,hospital,daily,blood_a,blood_b,blood_o,blood_ab,location_centre,location_mobile,type_wholeblood,type_apheresis_platelet,type_apheresis_plasma,type_other,social_civilian,social_student,social_policearmy,donations_new,donations_regular,donations_irregular,date_iso
3/3/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-03
3/3/2024,Hospital Sultanah Bahiyah,49,9,14,23,3,20,29,49,0,0,0,41,4,4,9,31,9,2024-03-03
3/3/2024,Hospital Raja Perempuan Zainab II,158,49,45,57,7,1,157,157,1,0,0,139,18,1,20,103,35,2024-03-03
3/3/2024,Hospital Melaka,220,53,59,95,13,0,220,220,0,0,0,199,20,1,33,149,38,2024-03-03
3/3/2024,Hospital Tuanku Jaafar,120,33,34,53,0,0,120,120,0,0,0,113,6,1,30,64,26,2024-03-03
3/3/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-03
3/3/2024,Hospital Tengku Ampuan Afzan,108,32,18,52,6,0,108,108,0,0,0,105,2,1,9,92,7,2024-03-03
3/3/2024,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-03
3/3/2024,Hospital Seberang Jaya,213,39,60,102,12,0,213,213,0,0,0,207,6,0,26,156,31,2024-03-03
3/3/2024,Hospital Pulau Pinang,68,18,17,32,1,0,68,68,0,0,0,68,0,0,12,43,13,2024-03-03
3/3/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-03
3/3/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-03
3/3/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-03
3/3/2024,Hospital Raja Permaisuri Bainun,156,46,39,61,10,0,156,156,0,0,0,141,13,2,12,127,17,2024-03-03
3/3/2024,Hospital Taiping,47,12,13,17,5,0,47,47,0,0,0,41,4,2,8,32,7,2024-03-03
3/3/2024,Hospital Seri Manjung,55,13,18,22,2,0,55,55,0,0,0,47,8,0,11,30,14,2024-03-03
3/3/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-03
3/3/2024,Hospital Tengku Ampuan Rahimah,249,72,64,101,12,0,249,249,0,0,0,224,24,1,31,179,39,2024-03-03
3/3/2024,Hospital Sultanah Nur Zahirah,11,0,3,6,2,11,0,11,0,0,0,10,1,0,0,10,1,2024-03-03
3/3/2024,Hospital Queen Elizabeth II,187,39,47,90,11,0,187,187,0,0,0,178,9,0,18,136,33,2024-03-03
3/3/2024,Hospital Duchess Of Kent,141,36,38,61,6,0,141,141,0,0,0,130,6,5,7,125,9,2024-03-03
3/3/2024,Hospital Tawau,47,11,15,18,3,0,47,47,0,0,0,46,1,0,7,32,8,2024-03-03
3/3/2024,Hospital Umum Sarawak,117,28,35,49,5,0,117,117,0,0,0,111,6,0,12,93,12,2024-03-03
3/3/2024,Hospital Miri,35,9,9,16,1,0,35,35,0,0,0,34,1,0,4,28,3,2024-03-03
3/3/2024,Hospital Sibu,124,28,28,58,10,0,124,124,0,0,0,119,5,0,10,106,8,2024-03-03
3/3/2024,Pusat Darah Negara,960,229,245,434,52,168,792,960,0,0,0,870,83,7,125,675,160,2024-03-03
3/4/2024,Hospital Sultanah Nora Ismail,10,2,1,6,1,10,0,10,0,0,0,8,2,0,2,7,1,2024-03-04
3/4/2024,Hospital Sultanah Aminah,92,23,24,39,6,45,47,91,1,0,0,86,6,0,10,70,12,2024-03-04
3/4/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
3/4/2024,Hospital Sultanah Bahiyah,67,18,17,26,6,19,48,67,0,0,0,64,2,1,21,39,7,2024-03-04
3/4/2024,Hospital Raja Perempuan Zainab II,123,29,34,49,11,28,95,123,0,0,0,115,7,1,42,67,14,2024-03-04
3/4/2024,Hospital Melaka,18,6,6,4,2,18,0,18,0,0,0,16,2,0,0,18,0,2024-03-04
3/4/2024,Hospital Tuanku Jaafar,36,5,11,19,1,36,0,36,0,0,0,35,1,0,3,31,2,2024-03-04
3/4/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
3/4/2024,Hospital Tengku Ampuan Afzan,17,5,2,8,2,17,0,17,0,0,0,13,4,0,0,15,2,2024-03-04
3/4/2024,Hospital Sultan Haji Ahmad Shah,15,3,2,9,1,15,0,15,0,0,0,12,3,0,1,9,5,2024-03-04
3/4/2024,Hospital Seberang Jaya,26,7,6,12,1,20,6,26,0,0,0,23,2,1,2,21,3,2024-03-04
3/4/2024,Hospital Pulau Pinang,145,32,39,62,12,55,90,143,2,0,0,139,6,0,29,104,12,2024-03-04
3/4/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
3/4/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
3/4/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
3/4/2024,Hospital Raja Permaisuri Bainun,123,29,31,54,9,21,102,120,3,0,0,119,3,1,12,101,10,2024-03-04
3/4/2024,Hospital Taiping,25,7,8,9,1,16,9,24,1,0,0,24,1,0,7,15,3,2024-03-04
3/4/2024,Hospital Seri Manjung,10,3,1,6,0,10,0,10,0,0,0,8,2,0,1,9,0,2024-03-04
3/4/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
3/4/2024,Hospital Tengku Ampuan Rahimah,10,3,3,3,1,10,0,10,0,0,0,10,0,0,0,10,0,2024-03-04
3/4/2024,Hospital Sultanah Nur Zahirah,93,22,23,42,6,0,93,93,0,0,0,78,14,1,10,62,21,2024-03-04
3/4/2024,Hospital Queen Elizabeth II,37,8,10,18,1,8,29,37,0,0,0,36,0,1,3,29,5,2024-03-04
3/4/2024,Hospital Duchess Of Kent,58,10,16,31,1,4,54,58,0,0,0,57,1,0,12,39,7,2024-03-04
3/4/2024,Hospital Tawau,6,0,2,3,1,6,0,6,0,0,0,5,1,0,0,6,0,2024-03-04
3/4/2024,Hospital Umum Sarawak,60,20,14,19,7,60,0,60,0,0,0,57,3,0,6,52,2,2024-03-04
3/4/2024,Hospital Miri,8,0,1,7,0,8,0,8,0,0,0,7,1,0,1,6,1,2024-03-04
3/4/2024,Hospital Sibu,13,1,5,4,3,13,0,13,0,0,0,12,0,1,1,11,1,2024-03-04
3/4/2024,Pusat Darah Negara,629,158,174,262,35,117,512,613,10,6,0,576,49,4,97,394,138,2024-03-04
3/5/2024,Hospital Sultanah Nora Ismail,6,1,1,3,1,6,0,6,0,0,0,5,1,0,0,6,0,2024-03-05
3/5/2024,Hospital Sultanah Aminah,128,25,28,62,13,20,108,128,0,0,0,117,9,2,38,64,26,2024-03-05
3/5/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-05
3/5/2024,Hospital Sultanah Bahiyah,126,23,39,56,8,17,109,126,0,0,0,42,1,83,37,62,27,2024-03-05
3/5/2024,Hospital Raja Perempuan Zainab II,85,27,20,29,9,21,64,85,0,0,0,77,6,2,12,59,14,2024-03-05
3/5/2024,Hospital Melaka,65,21,13,27,4,19,46,64,1,0,0,32,33,0,24,31,10,2024-03-05
3/5/2024,Hospital Tuanku Jaafar,63,17,18,28,0,17,46,63,0,0,0,57,6,0,19,18,26,2024-03-05
3/5/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-05
3/5/2024,Hospital Tengku Ampuan Afzan,16,6,4,5,1,16,0,16,0,0,0,14,2,0,4,11,1,2024-03-05
3/5/2024,Hospital Sultan Haji Ahmad Shah,5,1,2,2,0,5,0,5,0,0,0,4,1,0,0,5,0,2024-03-05
3/5/2024,Hospital Seberang Jaya,23,8,4,7,4,9,14,23,0,0,0,18,5,0,4,15,4,2024-03-05
3/5/2024,Hospital Pulau Pinang,105,32,29,39,5,34,71,105,0,0,0,82,5,18,23,73,9,2024-03-05
3/5/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-05
3/5/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-05
3/5/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-05
3/5/2024,Hospital Raja Permaisuri Bainun,28,8,6,11,3,5,23,25,3,0,0,24,3,1,2,21,5,2024-03-05
3/5/2024,Hospital Taiping,59,11,19,23,6,16,43,59,0,0,0,24,35,0,17,39,3,2024-03-05
3/5/2024,Hospital Seri Manjung,6,1,2,2,1,6,0,6,0,0,0,6,0,0,0,5,1,2024-03-05
3/5/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-05
3/5/2024,Hospital Tengku Ampuan Rahimah,88,16,24,37,11,13,75,88,0,0,0,76,12,0,26,19,43,2024-03-05
3/5/2024,Hospital Sultanah Nur Zahirah,109,25,27,51,6,11,98,109,0,0,0,22,87,0,49,59,1,2024-03-05
3/5/2024,Hospital Queen Elizabeth II,49,12,7,30,0,11,38,49,0,0,0,44,4,1,11,29,9,2024-03-05
3/5/2024,Hospital Duchess Of Kent,15,3,5,5,2,3,12,15,0,0,0,13,2,0,1,11,3,2024-03-05
3/5/2024,Hospital Tawau,7,2,4,1,0,7,0,7,0,0,0,7,0,0,0,7,0,2024-03-05
3/5/2024,Hospital Umum Sarawak,103,18,32,45,8,45,58,103,0,0,0,100,3,0,24,63,16,2024-03-05
3/5/2024,Hospital Miri,9,3,2,4,0,9,0,8,1,0,0,7,2,0,3,6,0,2024-03-05
3/5/2024,Hospital Sibu,5,1,1,2,1,5,0,5,0,0,0,5,0,0,1,3,1,2024-03-05
3/5/2024,Pusat Darah Negara,692,159,198,299,36,124,568,676,12,4,0,544,145,3,117,446,129,2024-03-05
3/6/2024,Hospital Sultanah Nora Ismail,5,1,1,3,0,5,0,5,0,0,0,5,0,0,0,5,0,2024-03-06
3/6/2024,Hospital Sultanah Aminah,98,17,30,40,11,33,65,98,0,0,0,86,10,2,15,61,22,2024-03-06
3/6/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-06
3/6/2024,Hospital Sultanah Bahiyah,57,11,13,28,5,14,43,57,0,0,0,46,11,0,20,33,4,2024-03-06
3/6/2024,Hospital Raja Perempuan Zainab II,74,23,16,31,4,28,46,73,1,0,0,65,8,1,13,50,11,2024-03-06
3/6/2024,Hospital Melaka,58,18,12,25,3,20,38,58,0,0,0,56,2,0,3,43,12,2024-03-06
3/6/2024,Hospital Tuanku Jaafar,55,13,12,28,2,37,18,55,0,0,0,54,1,0,14,31,10,2024-03-06
3/6/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-06
3/6/2024,Hospital Tengku Ampuan Afzan,123,27,32,54,10,16,107,123,0,0,0,89,34,0,54,60,9,2024-03-06
3/6/2024,Hospital Sultan Haji Ahmad Shah,34,9,8,12,5,7,27,34,0,0,0,33,0,1,2,28,4,2024-03-06
3/6/2024,Hospital Seberang Jaya,84,15,19,45,5,17,67,84,0,0,0,78,6,0,25,36,23,2024-03-06
3/6/2024,Hospital Pulau Pinang,144,47,39,50,8,144,0,140,4,0,0,134,10,0,21,76,47,2024-03-06
3/6/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-06
3/6/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-06
3/6/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-06
3/6/2024,Hospital Raja Permaisuri Bainun,98,22,24,44,8,16,82,95,3,0,0,92,5,1,9,75,14,2024-03-06
3/6/2024,Hospital Taiping,68,14,21,30,3,9,59,68,0,0,0,13,55,0,22,44,2,2024-03-06
3/6/2024,Hospital Seri Manjung,4,1,1,2,0,4,0,4,0,0,0,2,2,0,2,1,1,2024-03-06
3/6/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-06
3/6/2024,Hospital Tengku Ampuan Rahimah,73,18,20,31,4,6,67,73,0,0,0,58,7,8,19,29,25,2024-03-06
3/6/2024,Hospital Sultanah Nur Zahirah,120,24,38,49,9,0,120,120,0,0,0,117,3,0,34,75,11,2024-03-06
3/6/2024,Hospital Queen Elizabeth II,135,31,38,63,3,10,125,135,0,0,0,62,72,1,78,47,10,2024-03-06
3/6/2024,Hospital Duchess Of Kent,24,7,5,11,1,6,18,24,0,0,0,21,2,1,5,17,2,2024-03-06
3/6/2024,Hospital Tawau,9,4,1,3,1,9,0,9,0,0,0,9,0,0,0,8,1,2024-03-06
3/6/2024,Hospital Umum Sarawak,67,14,18,26,9,39,28,65,2,0,0,63,3,1,22,33,12,2024-03-06
3/6/2024,Hospital Miri,53,14,15,23,1,8,45,53,0,0,0,52,1,0,14,28,11,2024-03-06
3/6/2024,Hospital Sibu,9,4,1,4,0,9,0,9,0,0,0,8,1,0,0,7,2,2024-03-06
3/6/2024,Pusat Darah Negara,694,185,194,272,43,121,573,678,12,4,0,438,254,2,160,452,82,2024-03-06
3/7/2024,Hospital Sultanah Nora Ismail,6,1,0,4,1,6,0,6,0,0,0,5,1,0,1,4,1,2024-03-07
3/7/2024,Hospital Sultanah Aminah,92,23,19,45,5,45,47,92,0,0,0,81,11,0,22,58,12,2024-03-07
3/7/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-07
3/7/2024,Hospital Sultanah Bahiyah,47,12,13,18,4,12,35,47,0,0,0,31,16,0,18,26,3,2024-03-07
3/7/2024,Hospital Raja Perempuan Zainab II,106,24,33,45,4,19,87,105,1,0,0,89,16,1,26,37,43,2024-03-07
3/7/2024,Hospital Melaka,158,44,47,55,12,16,142,158,0,0,0,71,87,0,86,50,22,2024-03-07
3/7/2024,Hospital Tuanku Jaafar,151,37,48,66,0,23,128,151,0,0,0,137,14,0,33,39,79,2024-03-07
3/7/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-07
3/7/2024,Hospital Tengku Ampuan Afzan,101,25,29,41,6,12,89,101,0,0,0,76,25,0,43,48,10,2024-03-07
3/7/2024,Hospital Sultan Haji Ahmad Shah,70,22,13,30,5,1,69,70,0,0,0,61,8,1,15,37,18,2024-03-07
3/7/2024,Hospital Seberang Jaya,56,11,20,18,7,13,43,56,0,0,0,50,6,0,2,44,10,2024-03-07
3/7/2024,Hospital Pulau Pinang,100,36,21,39,4,67,33,100,0,0,0,96,4,0,13,66,21,2024-03-07
3/7/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-07
3/7/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-07
3/7/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-07
3/7/2024,Hospital Raja Permaisuri Bainun,78,16,19,39,4,23,55,74,4,0,0,65,10,3,20,44,14,2024-03-07
3/7/2024,Hospital Taiping,15,5,3,6,1,15,0,14,1,0,0,14,1,0,2,11,2,2024-03-07
3/7/2024,Hospital Seri Manjung,18,5,2,10,1,1,17,18,0,0,0,17,0,1,3,15,0,2024-03-07
3/7/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-07
3/7/2024,Hospital Tengku Ampuan Rahimah,157,43,38,63,13,9,148,157,0,0,0,150,7,0,38,78,41,2024-03-07
3/7/2024,Hospital Sultanah Nur Zahirah,129,34,41,50,4,0,129,129,0,0,0,123,6,0,28,74,27,2024-03-07
3/7/2024,Hospital Queen Elizabeth II,122,28,21,66,7,14,108,122,0,0,0,95,25,2,72,34,16,2024-03-07
3/7/2024,Hospital Duchess Of Kent,29,4,8,12,5,3,26,29,0,0,0,22,0,7,6,16,7,2024-03-07
3/7/2024,Hospital Tawau,12,2,4,5,1,12,0,12,0,0,0,11,1,0,2,10,0,2024-03-07
3/7/2024,Hospital Umum Sarawak,94,19,30,41,4,55,39,94,0,0,0,93,0,1,9,72,13,2024-03-07
3/7/2024,Hospital Miri,9,0,6,2,1,9,0,9,0,0,0,8,1,0,2,7,0,2024-03-07
3/7/2024,Hospital Sibu,4,2,1,1,0,4,0,4,0,0,0,4,0,0,0,4,0,2024-03-07
3/7/2024,Pusat Darah Negara,758,188,195,343,32,127,631,742,12,4,0,500,250,8,173,496,89,2024-03-07
3/8/2024,Hospital Sultanah Nora Ismail,26,7,4,15,0,0,26,26,0,0,0,25,1,0,10,8,8,2024-03-08
3/8/2024,Hospital Sultanah Aminah,35,9,10,16,0,0,35,35,0,0,0,34,1,0,6,23,6,2024-03-08
3/8/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-08
3/8/2024,Hospital Sultanah Bahiyah,136,34,44,48,10,0,136,136,0,0,0,6,130,0,107,27,2,2024-03-08
3/8/2024,Hospital Raja Perempuan Zainab II,59,20,13,21,5,0,59,59,0,0,0,48,11,0,22,21,16,2024-03-08
3/8/2024,Hospital Melaka,16,1,5,8,2,16,0,16,0,0,0,14,1,1,1,15,0,2024-03-08
3/8/2024,Hospital Tuanku Jaafar,43,9,11,23,0,43,0,43,0,0,0,41,2,0,6,33,4,2024-03-08
3/8/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-08
3/8/2024,Hospital Tengku Ampuan Afzan,9,2,2,5,0,9,0,9,0,0,0,7,2,0,1,8,0,2024-03-08
3/8/2024,Hospital Sultan Haji Ahmad Shah,11,0,4,5,2,11,0,11,0,0,0,11,0,0,1,9,1,2024-03-08
3/8/2024,Hospital Seberang Jaya,18,2,6,9,1,18,0,18,0,0,0,15,2,1,0,16,2,2024-03-08
3/8/2024,Hospital Pulau Pinang,114,25,33,44,12,43,71,114,0,0,0,100,13,1,60,49,5,2024-03-08
3/8/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-08
3/8/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-08
3/8/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-08
3/8/2024,Hospital Raja Permaisuri Bainun,55,17,9,26,3,20,35,51,4,0,0,48,5,2,3,42,10,2024-03-08
3/8/2024,Hospital Taiping,49,7,18,22,2,49,0,49,0,0,0,45,4,0,10,26,13,2024-03-08
3/8/2024,Hospital Seri Manjung,3,1,0,2,0,3,0,3,0,0,0,3,0,0,0,3,0,2024-03-08
3/8/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-08
3/8/2024,Hospital Tengku Ampuan Rahimah,64,15,18,27,4,10,54,62,2,0,0,50,13,1,34,25,5,2024-03-08
3/8/2024,Hospital Sultanah Nur Zahirah,65,19,17,25,4,0,65,65,0,0,0,62,3,0,13,42,10,2024-03-08
3/8/2024,Hospital Queen Elizabeth II,146,30,47,66,3,22,124,145,1,0,0,138,7,1,29,82,35,2024-03-08
3/8/2024,Hospital Duchess Of Kent,20,3,4,12,1,1,19,20,0,0,0,18,2,0,1,14,5,2024-03-08
3/8/2024,Hospital Tawau,43,8,7,22,6,43,0,43,0,0,0,40,3,0,7,30,6,2024-03-08
3/8/2024,Hospital Umum Sarawak,77,16,21,31,9,45,32,77,0,0,0,76,1,0,8,52,17,2024-03-08
3/8/2024,Hospital Miri,8,1,1,6,0,8,0,8,0,0,0,7,1,0,0,8,0,2024-03-08
3/8/2024,Hospital Sibu,10,2,3,5,0,10,0,10,0,0,0,9,0,1,1,8,1,2024-03-08
3/8/2024,Pusat Darah Negara,715,184,193,291,47,144,571,698,12,5,0,570,140,5,164,444,107,2024-03-08
3/9/2024,Hospital Sultanah Nora Ismail,62,18,12,27,5,0,62,62,0,0,0,59,3,0,21,26,15,2024-03-09
3/9/2024,Hospital Sultanah Aminah,158,43,36,67,12,0,158,158,0,0,0,145,12,1,40,84,34,2024-03-09
3/9/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-09
3/9/2024,Hospital Sultanah Bahiyah,52,10,19,21,2,0,52,52,0,0,0,43,7,2,7,34,11,2024-03-09
3/9/2024,Hospital Raja Perempuan Zainab II,93,33,21,35,4,0,93,93,0,0,0,79,13,1,19,63,11,2024-03-09
3/9/2024,Hospital Melaka,156,36,46,62,12,9,147,156,0,0,0,144,10,2,10,135,11,2024-03-09
3/9/2024,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-09
3/9/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-09
3/9/2024,Hospital Tengku Ampuan Afzan,79,15,30,31,3,0,79,79,0,0,0,67,8,4,8,70,1,2024-03-09
3/9/2024,Hospital Sultan Haji Ahmad Shah,51,9,19,20,3,0,51,51,0,0,0,47,4,0,12,28,11,2024-03-09
3/9/2024,Hospital Seberang Jaya,83,14,26,38,5,0,83,83,0,0,0,81,2,0,25,38,20,2024-03-09
3/9/2024,Hospital Pulau Pinang,115,33,39,33,10,0,115,115,0,0,0,103,12,0,32,62,21,2024-03-09
3/9/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-09
3/9/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-09
3/9/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-09
3/9/2024,Hospital Raja Permaisuri Bainun,111,24,35,44,8,0,111,111,0,0,0,96,12,3,18,78,15,2024-03-09
3/9/2024,Hospital Taiping,41,9,10,19,3,0,41,41,0,0,0,30,11,0,7,20,14,2024-03-09
3/9/2024,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-09
3/9/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-09
3/9/2024,Hospital Tengku Ampuan Rahimah,202,58,61,70,13,0,202,202,0,0,0,176,25,1,32,109,61,2024-03-09
3/9/2024,Hospital Sultanah Nur Zahirah,33,5,6,21,1,0,33,33,0,0,0,29,3,1,4,22,7,2024-03-09
3/9/2024,Hospital Queen Elizabeth II,83,18,21,38,6,0,83,83,0,0,0,80,2,1,14,55,14,2024-03-09
3/9/2024,Hospital Duchess Of Kent,42,10,16,14,2,0,42,42,0,0,0,40,0,2,4,35,3,2024-03-09
3/9/2024,Hospital Tawau,24,2,6,15,1,0,24,24,0,0,0,23,1,0,2,20,2,2024-03-09
3/9/2024,Hospital Umum Sarawak,97,21,22,48,6,0,97,97,0,0,0,87,10,0,16,67,14,2024-03-09
3/9/2024,Hospital Miri,42,11,14,14,3,0,42,42,0,0,0,39,2,1,8,28,6,2024-03-09
3/9/2024,Hospital Sibu,70,16,22,29,3,0,70,70,0,0,0,16,54,0,35,33,2,2024-03-09
3/9/2024,Pusat Darah Negara,1007,235,263,452,57,226,781,988,12,7,0,906,88,13,178,655,174,2024-03-09
3/10/2024,Hospital Sultanah Nora Ismail,83,16,21,43,3,13,70,83,0,0,0,77,5,1,7,63,13,2024-03-10
3/10/2024,Hospital Sultanah Aminah,281,69,84,124,4,89,192,281,0,0,0,257,23,1,37,210,34,2024-03-10
3/10/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-10
3/10/2024,Hospital Sultanah Bahiyah,128,31,39,52,6,0,128,128,0,0,0,116,12,0,33,65,30,2024-03-10
3/10/2024,Hospital Raja Perempuan Zainab II,41,8,11,21,1,41,0,41,0,0,0,32,8,1,2,37,2,2024-03-10
3/10/2024,Hospital Melaka,159,50,41,61,7,0,159,159,0,0,0,153,6,0,7,149,3,2024-03-10
3/10/2024,Hospital Tuanku Jaafar,51,16,16,19,0,0,51,51,0,0,0,47,3,1,10,34,7,2024-03-10
3/10/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-10
3/10/2024,Hospital Tengku Ampuan Afzan,171,49,41,63,18,0,171,171,0,0,0,156,13,2,16,147,8,2024-03-10
3/10/2024,Hospital Sultan Haji Ahmad Shah,79,19,20,34,6,0,79,79,0,0,0,75,3,1,18,48,13,2024-03-10
3/10/2024,Hospital Seberang Jaya,139,45,31,52,11,0,139,139,0,0,0,132,5,2,14,96,29,2024-03-10
3/10/2024,Hospital Pulau Pinang,251,61,83,92,15,0,251,251,0,0,0,242,9,0,28,205,18,2024-03-10
3/10/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-10
3/10/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-10
3/10/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-10
3/10/2024,Hospital Raja Permaisuri Bainun,169,40,38,78,13,0,169,169,0,0,0,159,6,4,15,130,24,2024-03-10
3/10/2024,Hospital Taiping,35,9,13,10,3,0,35,35,0,0,0,34,1,0,3,24,8,2024-03-10
3/10/2024,Hospital Seri Manjung,44,18,2,24,0,0,44,44,0,0,0,41,3,0,4,31,9,2024-03-10
3/10/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-10
3/10/2024,Hospital Tengku Ampuan Rahimah,147,31,55,54,7,0,147,147,0,0,0,134,13,0,20,99,28,2024-03-10
3/10/2024,Hospital Sultanah Nur Zahirah,57,12,22,22,1,0,57,57,0,0,0,54,3,0,17,22,18,2024-03-10
3/10/2024,Hospital Queen Elizabeth II,275,64,63,124,24,0,275,275,0,0,0,264,10,1,44,180,51,2024-03-10
3/10/2024,Hospital Duchess Of Kent,21,2,8,10,1,0,21,21,0,0,0,21,0,0,5,16,0,2024-03-10
3/10/2024,Hospital Tawau,80,14,19,39,8,0,80,80,0,0,0,79,1,0,7,69,4,2024-03-10
3/10/2024,Hospital Umum Sarawak,153,45,39,60,9,0,153,153,0,0,0,145,7,1,16,126,11,2024-03-10
3/10/2024,Hospital Miri,131,27,41,54,9,0,131,131,0,0,0,124,6,1,4,123,4,2024-03-10
3/10/2024,Hospital Sibu,123,30,22,62,9,0,123,123,0,0,0,116,7,0,12,99,12,2024-03-10
3/10/2024,Pusat Darah Negara,1190,271,310,543,66,300,890,1190,0,0,0,1114,72,4,124,909,157,2024-03-10
3/11/2024,Hospital Sultanah Nora Ismail,77,20,18,31,8,12,65,77,0,0,0,58,4,15,25,30,22,2024-03-11
3/11/2024,Hospital Sultanah Aminah,114,30,33,47,4,41,73,113,1,0,0,106,5,3,22,76,16,2024-03-11
3/11/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-11
3/11/2024,Hospital Sultanah Bahiyah,104,27,27,40,10,18,86,104,0,0,0,46,2,56,11,71,22,2024-03-11
3/11/2024,Hospital Raja Perempuan Zainab II,87,27,20,32,8,50,37,87,0,0,0,78,9,0,16,58,13,2024-03-11
3/11/2024,Hospital Melaka,103,22,29,44,8,47,56,101,2,0,0,87,13,3,24,63,16,2024-03-11
3/11/2024,Hospital Tuanku Jaafar,47,11,17,19,0,47,0,47,0,0,0,42,5,0,5,37,5,2024-03-11
3/11/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-11
3/11/2024,Hospital Tengku Ampuan Afzan,32,8,9,13,2,32,0,32,0,0,0,28,3,1,3,28,1,2024-03-11
3/11/2024,Hospital Sultan Haji Ahmad Shah,15,3,3,8,1,15,0,15,0,0,0,15,0,0,0,14,1,2024-03-11
3/11/2024,Hospital Seberang Jaya,30,7,10,11,2,21,9,30,0,0,0,28,2,0,1,25,4,2024-03-11
3/11/2024,Hospital Pulau Pinang,65,15,12,36,2,65,0,65,0,0,0,65,0,0,6,50,9,2024-03-11
