date,hospital,daily,blood_a,blood_b,blood_o,blood_ab,location_centre,location_mobile,type_wholeblood,type_apheresis_platelet,type_apheresis_plasma,type_other,social_civilian,social_student,social_policearmy,donations_new,donations_regular,donations_irregular,date_iso
1/1/2023,Hospital Sultanah Nora Ismail,123,28,30,59,6,1,122,123,0,0,0,120,3,0,21,68,34,2023-01-01
1/1/2023,Hospital Sultanah Aminah,223,63,51,97,12,85,138,223,0,0,0,213,7,3,46,142,35,2023-01-01
1/1/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,Hospital Sultanah Bahiyah,51,11,17,21,2,21,30,51,0,0,0,47,4,0,5,34,12,2023-01-01
1/1/2023,Hospital Raja Perempuan Zainab II,83,27,21,30,5,71,12,83,0,0,0,67,12,4,10,59,14,2023-01-01
1/1/2023,Hospital Melaka,182,46,33,85,18,0,182,182,0,0,0,168,11,3,21,124,37,2023-01-01
1/1/2023,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,Hospital Tengku Ampuan Afzan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,Hospital Sultan Haji Ahmad Shah,60,16,14,28,2,0,60,60,0,0,0,57,2,1,5,49,6,2023-01-01
1/1/2023,Hospital Seberang Jaya,129,34,37,50,8,0,129,129,0,0,0,122,7,0,11,102,16,2023-01-01
1/1/2023,Hospital Pulau Pinang,250,66,68,109,7,0,250,250,0,0,0,245,5,0,22,191,37,2023-01-01
1/1/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,Hospital Raja Permaisuri Bainun,173,38,37,91,7,0,173,173,0,0,0,160,13,0,13,145,15,2023-01-01
1/1/2023,Hospital Taiping,47,15,12,19,1,0,47,47,0,0,0,43,4,0,1,37,9,2023-01-01
1/1/2023,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,Hospital Tengku Ampuan Rahimah,138,44,38,52,4,0,138,138,0,0,0,129,9,0,22,84,32,2023-01-01
1/1/2023,Hospital Sultanah Nur Zahirah,24,4,10,9,1,24,0,24,0,0,0,23,1,0,0,24,0,2023-01-01
1/1/2023,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,Hospital Umum Sarawak,129,27,38,58,6,0,129,129,0,0,0,125,4,0,14,103,12,2023-01-01
1/1/2023,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-01
1/1/2023,Hospital Sibu,83,24,25,30,4,0,83,83,0,0,0,81,2,0,7,66,10,2023-01-01
1/1/2023,Pusat Darah Negara,989,262,286,429,12,209,780,989,0,0,0,879,100,10,147,656,186,2023-01-01
1/2/2023,Hospital Sultanah Nora Ismail,9,2,4,3,0,9,0,9,0,0,0,9,0,0,2,7,0,2023-01-02
1/2/2023,Hospital Sultanah Aminah,165,41,34,82,8,41,124,165,0,0,0,157,8,0,37,98,30,2023-01-02
1/2/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,Hospital Sultanah Bahiyah,47,16,14,16,1,22,25,47,0,0,0,40,5,2,8,27,12,2023-01-02
1/2/2023,Hospital Raja Perempuan Zainab II,58,17,18,19,4,25,33,57,1,0,0,55,3,0,22,26,10,2023-01-02
1/2/2023,Hospital Melaka,89,19,28,38,4,0,89,89,0,0,0,85,4,0,7,69,13,2023-01-02
1/2/2023,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,Hospital Tengku Ampuan Afzan,49,16,15,14,4,0,49,49,0,0,0,46,3,0,8,30,11,2023-01-02
1/2/2023,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,Hospital Seberang Jaya,44,15,8,19,2,0,44,44,0,0,0,41,2,1,6,26,12,2023-01-02
1/2/2023,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,Hospital Raja Permaisuri Bainun,87,20,23,39,5,0,87,87,0,0,0,81,5,1,13,59,15,2023-01-02
1/2/2023,Hospital Taiping,48,15,12,16,5,0,48,48,0,0,0,43,4,1,6,35,7,2023-01-02
1/2/2023,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,Hospital Tengku Ampuan Rahimah,173,40,48,73,12,0,173,173,0,0,0,158,15,0,26,108,39,2023-01-02
1/2/2023,Hospital Sultanah Nur Zahirah,36,9,9,15,3,10,26,36,0,0,0,23,1,12,5,23,8,2023-01-02
1/2/2023,Hospital Queen Elizabeth II,35,8,6,20,1,0,35,35,0,0,0,33,1,1,4,21,10,2023-01-02
1/2/2023,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,Hospital Tawau,11,5,1,4,1,0,11,11,0,0,0,10,0,1,4,7,0,2023-01-02
1/2/2023,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,Hospital Miri,85,21,36,26,2,0,85,85,0,0,0,75,7,3,7,74,4,2023-01-02
1/2/2023,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-02
1/2/2023,Pusat Darah Negara,653,168,179,293,13,214,439,621,13,19,0,596,54,3,70,467,116,2023-01-02
1/3/2023,Hospital Sultanah Nora Ismail,3,0,2,1,0,3,0,3,0,0,0,3,0,0,0,3,0,2023-01-03
1/3/2023,Hospital Sultanah Aminah,85,18,36,31,0,34,51,85,0,0,0,83,2,0,21,45,19,2023-01-03
1/3/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-03
1/3/2023,Hospital Sultanah Bahiyah,87,23,18,40,6,17,70,87,0,0,0,71,16,0,32,44,11,2023-01-03
1/3/2023,Hospital Raja Perempuan Zainab II,34,11,9,11,3,21,13,34,0,0,0,28,6,0,9,19,6,2023-01-03
1/3/2023,Hospital Melaka,11,1,3,7,0,11,0,11,0,0,0,11,0,0,1,8,2,2023-01-03
1/3/2023,Hospital Tuanku Jaafar,36,8,12,15,1,36,0,36,0,0,0,32,2,2,1,32,3,2023-01-03
1/3/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-03
1/3/2023,Hospital Tengku Ampuan Afzan,13,2,1,8,2,13,0,13,0,0,0,11,2,0,1,10,2,2023-01-03
1/3/2023,Hospital Sultan Haji Ahmad Shah,13,4,5,2,2,13,0,13,0,0,0,12,1,0,4,9,0,2023-01-03
1/3/2023,Hospital Seberang Jaya,22,6,11,3,2,12,10,22,0,0,0,22,0,0,3,18,1,2023-01-03
1/3/2023,Hospital Pulau Pinang,64,16,21,25,2,46,18,64,0,0,0,60,4,0,5,52,7,2023-01-03
1/3/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-03
1/3/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-03
1/3/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-03
1/3/2023,Hospital Raja Permaisuri Bainun,47,11,14,22,0,19,28,42,5,0,0,45,2,0,9,35,3,2023-01-03
1/3/2023,Hospital Taiping,11,2,5,4,0,11,0,10,1,0,0,11,0,0,0,10,1,2023-01-03
1/3/2023,Hospital Seri Manjung,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2023-01-03
1/3/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-03
1/3/2023,Hospital Tengku Ampuan Rahimah,46,8,11,24,3,7,39,45,1,0,0,44,2,0,11,28,7,2023-01-03
1/3/2023,Hospital Sultanah Nur Zahirah,42,13,8,17,4,10,32,42,0,0,0,38,3,1,2,36,4,2023-01-03
1/3/2023,Hospital Queen Elizabeth II,26,8,5,13,0,7,19,25,1,0,0,25,1,0,2,22,2,2023-01-03
1/3/2023,Hospital Duchess Of Kent,19,7,4,7,1,3,16,19,0,0,0,19,0,0,5,12,2,2023-01-03
1/3/2023,Hospital Tawau,6,0,1,4,1,6,0,6,0,0,0,6,0,0,2,3,1,2023-01-03
1/3/2023,Hospital Umum Sarawak,35,11,9,10,5,35,0,35,0,0,0,32,3,0,5,27,3,2023-01-03
1/3/2023,Hospital Miri,12,2,2,5,3,12,0,11,0,1,0,11,1,0,1,8,3,2023-01-03
1/3/2023,Hospital Sibu,6,2,1,2,1,6,0,6,0,0,0,5,1,0,0,5,1,2023-01-03
1/3/2023,Pusat Darah Negara,237,61,63,102,11,122,115,208,13,16,0,175,57,5,43,172,22,2023-01-03
1/4/2023,Hospital Sultanah Nora Ismail,3,1,1,1,0,3,0,3,0,0,0,3,0,0,0,3,0,2023-01-04
1/4/2023,Hospital Sultanah Aminah,119,27,34,50,8,30,89,119,0,0,0,115,4,0,62,38,19,2023-01-04
1/4/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-04
1/4/2023,Hospital Sultanah Bahiyah,55,13,17,20,5,23,32,55,0,0,0,31,22,2,15,33,7,2023-01-04
1/4/2023,Hospital Raja Perempuan Zainab II,46,8,18,15,5,25,21,45,1,0,0,38,8,0,11,29,6,2023-01-04
1/4/2023,Hospital Melaka,52,14,13,21,4,19,33,52,0,0,0,50,2,0,11,23,18,2023-01-04
1/4/2023,Hospital Tuanku Jaafar,62,17,21,22,2,31,31,62,0,0,0,29,33,0,22,34,6,2023-01-04
1/4/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-04
1/4/2023,Hospital Tengku Ampuan Afzan,169,53,41,68,7,15,154,169,0,0,0,125,44,0,72,71,26,2023-01-04
1/4/2023,Hospital Sultan Haji Ahmad Shah,46,11,12,22,1,8,38,46,0,0,0,15,29,2,30,12,4,2023-01-04
1/4/2023,Hospital Seberang Jaya,16,3,6,7,0,12,4,16,0,0,0,15,1,0,0,11,5,2023-01-04
1/4/2023,Hospital Pulau Pinang,155,32,39,70,14,31,124,154,1,0,0,37,0,118,104,35,16,2023-01-04
1/4/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-04
1/4/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-04
1/4/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-04
1/4/2023,Hospital Raja Permaisuri Bainun,57,13,15,28,1,8,49,54,3,0,0,54,2,1,6,29,22,2023-01-04
1/4/2023,Hospital Taiping,20,5,8,6,1,8,12,19,1,0,0,18,2,0,2,15,3,2023-01-04
1/4/2023,Hospital Seri Manjung,6,2,1,1,2,6,0,6,0,0,0,5,1,0,0,6,0,2023-01-04
1/4/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-04
1/4/2023,Hospital Tengku Ampuan Rahimah,21,3,9,8,1,9,12,21,0,0,0,21,0,0,3,13,5,2023-01-04
1/4/2023,Hospital Sultanah Nur Zahirah,49,11,11,25,2,10,39,49,0,0,0,46,3,0,9,31,9,2023-01-04
1/4/2023,Hospital Queen Elizabeth II,58,14,11,32,1,5,53,57,1,0,0,56,1,1,8,45,5,2023-01-04
1/4/2023,Hospital Duchess Of Kent,8,4,1,1,2,2,6,8,0,0,0,7,1,0,2,5,1,2023-01-04
1/4/2023,Hospital Tawau,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2023-01-04
1/4/2023,Hospital Umum Sarawak,30,9,12,8,1,30,0,30,0,0,0,28,1,1,0,27,3,2023-01-04
1/4/2023,Hospital Miri,11,3,3,3,2,11,0,9,0,2,0,9,2,0,1,8,2,2023-01-04
1/4/2023,Hospital Sibu,5,1,0,4,0,5,0,5,0,0,0,4,1,0,0,5,0,2023-01-04
1/4/2023,Pusat Darah Negara,505,137,145,214,9,122,383,481,13,11,0,446,52,7,104,315,86,2023-01-04
1/5/2023,Hospital Sultanah Nora Ismail,3,1,0,2,0,3,0,2,1,0,0,3,0,0,0,2,1,2023-01-05
1/5/2023,Hospital Sultanah Aminah,57,19,15,18,5,18,39,57,0,0,0,48,8,1,8,39,10,2023-01-05
1/5/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-05
1/5/2023,Hospital Sultanah Bahiyah,32,3,8,14,7,11,21,32,0,0,0,23,9,0,12,16,4,2023-01-05
1/5/2023,Hospital Raja Perempuan Zainab II,66,11,14,34,7,18,48,65,1,0,0,36,30,0,34,22,10,2023-01-05
1/5/2023,Hospital Melaka,70,16,18,33,3,20,50,68,2,0,0,64,6,0,6,56,8,2023-01-05
1/5/2023,Hospital Tuanku Jaafar,78,26,22,28,2,25,53,78,0,0,0,70,7,1,41,28,9,2023-01-05
1/5/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-05
1/5/2023,Hospital Tengku Ampuan Afzan,51,13,10,23,5,9,42,51,0,0,0,50,0,1,9,35,7,2023-01-05
1/5/2023,Hospital Sultan Haji Ahmad Shah,5,0,2,3,0,5,0,5,0,0,0,4,1,0,1,3,1,2023-01-05
1/5/2023,Hospital Seberang Jaya,50,14,16,15,5,9,41,50,0,0,0,49,1,0,7,22,21,2023-01-05
1/5/2023,Hospital Pulau Pinang,35,9,8,16,2,26,9,34,1,0,0,30,5,0,6,23,6,2023-01-05
1/5/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-05
1/5/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-05
1/5/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-05
1/5/2023,Hospital Raja Permaisuri Bainun,92,26,28,34,4,17,75,89,3,0,0,88,3,1,13,56,23,2023-01-05
1/5/2023,Hospital Taiping,20,6,7,5,2,16,4,19,1,0,0,18,2,0,0,18,2,2023-01-05
1/5/2023,Hospital Seri Manjung,25,5,4,15,1,6,19,25,0,0,0,24,1,0,1,20,4,2023-01-05
1/5/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-05
1/5/2023,Hospital Tengku Ampuan Rahimah,58,13,11,26,8,13,45,58,0,0,0,56,2,0,9,33,16,2023-01-05
1/5/2023,Hospital Sultanah Nur Zahirah,53,11,17,23,2,7,46,53,0,0,0,47,5,1,10,37,6,2023-01-05
1/5/2023,Hospital Queen Elizabeth II,97,15,20,56,6,4,93,96,1,0,0,94,2,1,26,47,24,2023-01-05
1/5/2023,Hospital Duchess Of Kent,13,4,3,6,0,3,10,13,0,0,0,11,2,0,1,11,1,2023-01-05
1/5/2023,Hospital Tawau,24,8,2,11,3,3,21,24,0,0,0,24,0,0,7,11,6,2023-01-05
1/5/2023,Hospital Umum Sarawak,31,11,10,8,2,31,0,31,0,0,0,31,0,0,5,23,3,2023-01-05
1/5/2023,Hospital Miri,13,5,2,5,1,13,0,13,0,0,0,12,0,1,0,11,2,2023-01-05
1/5/2023,Hospital Sibu,6,2,1,3,0,6,0,6,0,0,0,5,1,0,0,6,0,2023-01-05
1/5/2023,Pusat Darah Negara,535,150,158,217,10,81,454,519,11,5,0,428,62,45,105,293,137,2023-01-05
1/6/2023,Hospital Sultanah Nora Ismail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06
1/6/2023,Hospital Sultanah Aminah,23,9,6,7,1,0,23,23,0,0,0,23,0,0,3,16,4,2023-01-06
1/6/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06
1/6/2023,Hospital Sultanah Bahiyah,149,36,41,59,13,0,149,149,0,0,0,139,10,0,10,120,19,2023-01-06
1/6/2023,Hospital Raja Perempuan Zainab II,51,15,9,19,8,0,51,51,0,0,0,49,1,1,24,16,11,2023-01-06
1/6/2023,Hospital Melaka,14,4,4,4,2,14,0,13,1,0,0,12,1,1,3,11,0,2023-01-06
1/6/2023,Hospital Tuanku Jaafar,32,5,9,15,3,32,0,32,0,0,0,29,3,0,3,29,0,2023-01-06
1/6/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06
1/6/2023,Hospital Tengku Ampuan Afzan,12,5,1,5,1,12,0,12,0,0,0,9,3,0,0,11,1,2023-01-06
1/6/2023,Hospital Sultan Haji Ahmad Shah,14,5,5,4,0,14,0,14,0,0,0,13,1,0,0,13,1,2023-01-06
1/6/2023,Hospital Seberang Jaya,13,4,2,6,1,13,0,13,0,0,0,11,2,0,0,11,2,2023-01-06
1/6/2023,Hospital Pulau Pinang,30,6,10,13,1,30,0,28,2,0,0,30,0,0,4,24,2,2023-01-06
1/6/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06
1/6/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06
1/6/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06
1/6/2023,Hospital Raja Permaisuri Bainun,45,7,10,22,6,10,35,42,3,0,0,39,3,3,2,32,11,2023-01-06
1/6/2023,Hospital Taiping,7,2,3,2,0,7,0,6,1,0,0,5,2,0,0,7,0,2023-01-06
1/6/2023,Hospital Seri Manjung,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2023-01-06
1/6/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06
1/6/2023,Hospital Tengku Ampuan Rahimah,53,15,16,19,3,16,37,53,0,0,0,49,4,0,7,35,11,2023-01-06
1/6/2023,Hospital Sultanah Nur Zahirah,20,7,5,8,0,0,20,20,0,0,0,18,2,0,4,14,2,2023-01-06
1/6/2023,Hospital Queen Elizabeth II,106,17,26,60,3,8,98,105,1,0,0,98,7,1,28,53,25,2023-01-06
1/6/2023,Hospital Duchess Of Kent,5,2,1,2,0,5,0,5,0,0,0,5,0,0,0,3,2,2023-01-06
1/6/2023,Hospital Tawau,45,12,12,17,4,5,40,45,0,0,0,12,32,1,26,17,2,2023-01-06
1/6/2023,Hospital Umum Sarawak,28,4,7,17,0,28,0,28,0,0,0,26,2,0,3,22,3,2023-01-06
1/6/2023,Hospital Miri,9,1,3,4,1,9,0,8,0,1,0,9,0,0,0,7,2,2023-01-06
1/6/2023,Hospital Sibu,9,0,6,2,1,9,0,9,0,0,0,8,1,0,0,8,1,2023-01-06
1/6/2023,Pusat Darah Negara,513,121,151,237,4,102,411,489,12,12,0,457,51,5,90,303,120,2023-01-06
1/7/2023,Hospital Sultanah Nora Ismail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-07
1/7/2023,Hospital Sultanah Aminah,118,23,23,60,12,0,118,118,0,0,0,112,6,0,33,63,22,2023-01-07
1/7/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-07
1/7/2023,Hospital Sultanah Bahiyah,54,14,13,22,5,0,54,54,0,0,0,46,7,1,8,31,15,2023-01-07
1/7/2023,Hospital Raja Perempuan Zainab II,25,7,7,11,0,0,25,25,0,0,0,22,3,0,8,11,6,2023-01-07
1/7/2023,Hospital Melaka,47,4,19,23,1,3,44,47,0,0,0,47,0,0,20,12,15,2023-01-07
1/7/2023,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-07
1/7/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-07
1/7/2023,Hospital Tengku Ampuan Afzan,56,21,8,22,5,0,56,56,0,0,0,48,8,0,4,48,4,2023-01-07
1/7/2023,Hospital Sultan Haji Ahmad Shah,12,4,3,5,0,0,12,12,0,0,0,12,0,0,1,10,1,2023-01-07
1/7/2023,Hospital Seberang Jaya,103,23,31,42,7,0,103,103,0,0,0,84,19,0,51,33,19,2023-01-07
1/7/2023,Hospital Pulau Pinang,76,12,27,33,4,44,32,75,1,0,0,67,9,0,10,52,14,2023-01-07
1/7/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-07
1/7/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-07
1/7/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-07
1/7/2023,Hospital Raja Permaisuri Bainun,65,15,22,27,1,0,65,65,0,0,0,52,12,1,7,50,8,2023-01-07
1/7/2023,Hospital Taiping,92,19,20,47,6,0,92,92,0,0,0,88,4,0,7,73,12,2023-01-07
1/7/2023,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-07
1/7/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-07
1/7/2023,Hospital Tengku Ampuan Rahimah,63,14,20,22,7,0,63,63,0,0,0,56,7,0,23,25,15,2023-01-07
1/7/2023,Hospital Sultanah Nur Zahirah,59,13,20,21,5,0,59,59,0,0,0,41,18,0,4,43,12,2023-01-07
1/7/2023,Hospital Queen Elizabeth II,58,11,12,35,0,13,45,58,0,0,0,56,2,0,10,32,16,2023-01-07
1/7/2023,Hospital Duchess Of Kent,16,5,5,6,0,0,16,16,0,0,0,14,1,1,3,11,2,2023-01-07
1/7/2023,Hospital Tawau,33,10,6,15,2,0,33,33,0,0,0,33,0,0,14,1,18,2023-01-07
1/7/2023,Hospital Umum Sarawak,50,14,14,17,5,0,50,50,0,0,0,48,2,0,6,37,7,2023-01-07
1/7/2023,Hospital Miri,62,12,15,29,6,0,62,62,0,0,0,60,1,1,16,32,14,2023-01-07
1/7/2023,Hospital Sibu,62,23,14,21,4,0,62,62,0,0,0,60,2,0,2,60,0,2023-01-07
1/7/2023,Pusat Darah Negara,773,208,185,364,16,169,604,742,20,11,0,633,135,5,154,484,135,2023-01-07
1/8/2023,Hospital Sultanah Nora Ismail,52,6,19,24,3,3,49,52,0,0,0,50,2,0,5,41,6,2023-01-08
1/8/2023,Hospital Sultanah Aminah,194,33,59,93,9,68,126,194,0,0,0,178,13,3,38,128,28,2023-01-08
1/8/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-08
1/8/2023,Hospital Sultanah Bahiyah,79,20,21,34,4,20,59,79,0,0,0,75,4,0,5,56,18,2023-01-08
1/8/2023,Hospital Raja Perempuan Zainab II,33,9,11,11,2,13,20,33,0,0,0,26,6,1,10,17,6,2023-01-08
1/8/2023,Hospital Melaka,111,29,28,52,2,0,111,111,0,0,0,95,15,1,12,88,11,2023-01-08
1/8/2023,Hospital Tuanku Jaafar,64,22,19,21,2,0,64,64,0,0,0,58,5,1,15,35,14,2023-01-08
1/8/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-08
1/8/2023,Hospital Tengku Ampuan Afzan,85,17,32,33,3,0,85,85,0,0,0,75,8,2,18,58,9,2023-01-08
1/8/2023,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-08
1/8/2023,Hospital Seberang Jaya,80,26,22,30,2,0,80,80,0,0,0,78,1,1,16,47,17,2023-01-08
1/8/2023,Hospital Pulau Pinang,30,12,5,10,3,0,30,30,0,0,0,26,4,0,6,13,11,2023-01-08
1/8/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-08
1/8/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-08
1/8/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-08
1/8/2023,Hospital Raja Permaisuri Bainun,145,35,38,65,7,0,145,145,0,0,0,136,6,3,12,123,10,2023-01-08
1/8/2023,Hospital Taiping,120,26,27,59,8,0,120,120,0,0,0,118,1,1,14,85,21,2023-01-08
1/8/2023,Hospital Seri Manjung,58,14,18,22,4,0,58,58,0,0,0,55,3,0,12,32,14,2023-01-08
1/8/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-08
1/8/2023,Hospital Tengku Ampuan Rahimah,121,28,30,55,8,0,121,121,0,0,0,118,3,0,37,40,44,2023-01-08
1/8/2023,Hospital Sultanah Nur Zahirah,48,12,15,17,4,7,41,48,0,0,0,15,33,0,35,11,2,2023-01-08
1/8/2023,Hospital Queen Elizabeth II,84,11,14,55,4,0,84,84,0,0,0,78,5,1,17,47,20,2023-01-08
1/8/2023,Hospital Duchess Of Kent,31,9,7,14,1,0,31,31,0,0,0,31,0,0,5,24,2,2023-01-08
1/8/2023,Hospital Tawau,27,6,7,14,0,0,27,27,0,0,0,26,1,0,0,25,2,2023-01-08
1/8/2023,Hospital Umum Sarawak,121,28,35,51,7,121,0,121,0,0,0,109,12,0,10,103,8,2023-01-08
1/8/2023,Hospital Miri,143,31,44,59,9,0,143,143,0,0,0,137,5,1,10,122,11,2023-01-08
1/8/2023,Hospital Sibu,127,33,32,53,9,0,127,127,0,0,0,123,4,0,20,80,27,2023-01-08
1/8/2023,Pusat Darah Negara,1044,284,301,432,27,195,849,1044,0,0,0,949,87,8,191,654,199,2023-01-08
1/9/2023,Hospital Sultanah Nora Ismail,8,4,2,1,1,8,0,8,0,0,0,8,0,0,1,6,1,2023-01-09
1/9/2023,Hospital Sultanah Aminah,106,25,26,43,12,39,67,106,0,0,0,101,4,1,23,67,16,2023-01-09
1/9/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-09
1/9/2023,Hospital Sultanah Bahiyah,45,10,10,20,5,18,27,45,0,0,0,26,19,0,11,26,8,2023-01-09
1/9/2023,Hospital Raja Perempuan Zainab II,29,11,9,7,2,21,8,29,0,0,0,27,2,0,1,22,6,2023-01-09
1/9/2023,Hospital Melaka,13,3,5,4,1,13,0,11,2,0,0,12,1,0,0,12,1,2023-01-09
1/9/2023,Hospital Tuanku Jaafar,31,6,9,14,2,31,0,31,0,0,0,27,1,3,3,21,7,2023-01-09
1/9/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-09
1/9/2023,Hospital Tengku Ampuan Afzan,9,4,1,3,1,9,0,8,1,0,0,8,0,1,1,8,0,2023-01-09
1/9/2023,Hospital Sultan Haji Ahmad Shah,12,2,6,4,0,12,0,12,0,0,0,12,0,0,0,11,1,2023-01-09
